invoice_no,transaction_date,customer_id,description,category,order_city,state,order_postal,region,latitude,longitude,quantity,costs,profit_per_unit,baseline_shipping_cost,hypothesis_factor,hypothesis_shipping_costs,profit_before_shipping,profit_after_baseline,profit_after_hypothesis
552059,5/6/2021 10:37,17470,Pet Grooming Brush,Grooming,corpus christi,TX,78412-3816,Central,27.8003,-97.3956,2,5,5.9,8.5,0.8,8.0,11.8,3.3,3.8
552061,5/6/2021 10:43,13001,Earth Rated Dog Poop Bags,Disposables,mountain view,CA,94041-1116,West,37.3856,-122.082,2,4,7.48,6.8,0.8,6.4,14.96,8.16,8.56
552061,5/6/2021 10:43,,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",Disposables,,,,,,,9,12,6.9,79.2,0.4,43.2,62.1,-17.1,18.9
552061,5/6/2021 10:43,13001,Pet Odor Eliminator,Cleanig Supplies,mountain view,CA,94041-1116,West,37.3856,-122.082,6,4,6.14,18.0,0.5,12.0,36.84,18.84,24.84
552064,5/6/2021 11:05,15874,Rechargeable Pet Nail Grinder,Grooming,new york,NY,10009-5452,East,40.7648,-73.9808,1,5,10.5,5,1.0,5,10.5,5.5,5.5
552065,5/6/2021 11:20,16729,Pet Grooming Brush,Grooming,garfield hts,OH,44125,Central,,,1,5,5.9,5,1.0,5,5.9,0.9,0.9
552065,5/6/2021 11:20,16729,ProBiotic Supplements for Dogs,Supplements,garfield hts,OH,44125,Central,,,1,7,12.5,7,1.0,7,12.5,5.5,5.5
552078,5/6/2021 11:26,16748,Milk-Bone MaroSnacks Dog Treats with Real Bone,Food,broken arrow,OK,74011-4283,Central,36.0526,-95.7908,4,6,4.48,18.6,0.6,14.4,17.92,-0.679999999999996,3.52
552080,5/6/2021 11:27,16319,ProBiotic Supplements for Dogs,Supplements,corona,NY,11368-3642,East,40.747,-73.8601,4,7,7.7,21.7,0.6,16.8,30.8,9.1,14.0
552108,5/6/2021 11:36,17841,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",Disposables,great falls,VA,22066-1101,East,38.9982,-77.2883,5,12,11.7,45.6,0.5,30.0,58.5,12.9,28.5
552108,5/6/2021 11:36,17841,Pet Grooming Brush,Grooming,great falls,VA,22066-1101,East,38.9982,-77.2883,1,5,5.9,5,1.0,5,5.9,0.9,0.9
552108,5/6/2021 11:36,17841,ProBiotic Supplements for Dogs,Supplements,great falls,VA,22066-1101,East,38.9982,-77.2883,1,7,12.5,7,1.0,7,12.5,5.5,5.5
552108,5/6/2021 11:36,17841,Purina ONE SmartBlend Natural Adult Chicken 10lb,Food,great falls,VA,22066-1101,East,38.9982,-77.2883,1,10,11.7,10,1.0,10,11.7,1.7,1.7
552121,5/6/2021 11:40,15757,Pet Odor Eliminator,Cleanig Supplies,wilmington,NC,28412-5142,East,34.2257,-77.9447,3,4,6.14,9.6,0.6,7.2,18.42,8.82,11.22
552127,5/6/2021 11:47,17174,Earth Rated Dog Poop Bags,Disposables,cassatt,SC,29032-9200,East,34.3646,-80.4359,2,4,6.7,6.8,0.8,6.4,13.4,6.6,7.0
552134,5/6/2021 11:50,14944,Dog and Puppy Pads,Disposables,shreveport,LA,71115-3446,Central,32.5222,-93.7652,6,5,9.3,22.5,0.5,15.0,55.8,33.3,40.8
552139,5/6/2021 11:55,14659,Pet Odor Eliminator,Cleanig Supplies,bloomington,IN,47401-4405,Central,39.167,-86.5343,2,4,6.14,6.8,0.8,6.4,12.28,5.48,5.88
,5/6/2021 12:00,13365,Rechargeable Pet Nail Grinder,Grooming,ventura,CA,93003-5485,West,34.2783,-119.2932,1,5,10.5,5,1.0,5,10.5,5.5,5.5
552149,5/6/2021 12:00,13365,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,Food,ventura,CA,93003-5485,West,34.2783,-119.2932,1,20,41.5,20,1.0,20,41.5,21.5,21.5
552166,5/6/2021 12:21,13475,Dog and Puppy Pads,Disposables,yorba linda,CA,92886-8611,West,33.8901,-117.8256,1,5,11.7,5,1.0,5,11.7,6.7,6.7
552168,5/6/2021 12:28,13880,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",Disposables,miami,FL,33157-1721,East,25.7743,-80.1937,1,12,11.7,12,1.0,12,11.7,-0.300000000000001,-0.300000000000001
552170,5/6/2021 12:53,16458,Earth Rated Dog Poop Bags,Disposables,new york,NY,10128-4244,East,40.7648,-73.9808,2,4,7.48,6.8,0.8,6.4,14.96,8.16,8.56
552170,5/6/2021 12:53,16458,Milk-Bone MaroSnacks Dog Treats with Real Bone,Food,new york,NY,10128-4244,East,40.7648,-73.9808,2,6,4.48,10.2,0.8,9.6,8.96,-1.24,-0.640000000000001
552170,5/6/2021 12:53,16458,Pet Grooming Brush,Grooming,new york,NY,10128-4244,East,40.7648,-73.9808,2,5,5.9,8.5,0.8,8.0,11.8,3.3,3.8
552176,5/6/2021 13:25,17516,Pet Grooming Brush,Grooming,el paso,TX,79930,Central,31.8064,-106.2221,1,5,5.9,5,1.0,5,5.9,0.9,0.9
552176,5/6/2021 13:25,17516,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,Food,el paso,TX,79930,Central,31.8064,-106.2221,1,20,41.5,20,1.0,20,41.5,21.5,21.5
552178,5/6/2021 13:29,,Pet Hair Remover,Grooming,,,,,,,17,5,-6.0,61.0,0.3,25.5,-102.0,-163.0,-127.5
552179,5/6/2021 13:31,16919,Purina Pro Plan Adult Sensitive Skin,Supplements,downingtown,PA,19335,East,40.0065,-75.7033,1,10,24.7,10,1.0,10,24.7,14.7,14.7
552185,5/6/2021 13:52,12921,Pet Grooming Brush,Grooming,los angeles,CA,90008,West,34.0544,-118.2439,4,5,5.9,15.5,0.6,12.0,23.6,8.1,11.6
552186,5/6/2021 13:53,12921,Pet Odor Eliminator,Cleanig Supplies,los angeles,CA,90008,West,34.0544,-118.2439,8,4,6.14,23.6,0.4,12.8,49.12,25.52,36.32
552186,5/6/2021 13:53,12921,Purina ONE SmartBlend Natural Adult Chicken 10lb,Food,los angeles,CA,90008,West,34.0544,-118.2439,2,10,11.7,17.0,0.8,16.0,23.4,6.4,7.4
552192,5/6/2021 14:16,15258,Rechargeable Pet Nail Grinder,Grooming,portland,ME,04103-5800,East,43.661,-70.2549,1,5,10.5,5,1.0,5,10.5,5.5,5.5
552192,5/6/2021 14:16,15258,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,Food,portland,ME,04103-5800,East,43.661,-70.2549,1,20,41.5,20,1.0,20,41.5,21.5,21.5
552195,5/6/2021 14:25,13089,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,Food,playa del rey,CA,90293-7902,West,33.9551,-118.4367,3,20,30.7,48.0,0.6,36.0,92.1,44.1,56.1
,5/6/2021 14:51,12414,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",Disposables,camden,NJ,08105-2424,East,39.9448,-75.1199,2,12,11.7,20.4,0.8,19.2,23.4,3.0,4.2
552217,5/6/2021 15:13,18170,Dog and Puppy Pads,Disposables,franklin,WI,53132-8192,Central,42.8886,-88.0384,6,5,9.3,22.5,0.5,15.0,55.8,33.3,40.8
552229,5/6/2021 15:40,,Dog and Puppy Pads,Disposables,,,,,,,1,5,28.74,5,1.0,5,28.74,23.74,23.74
552229,5/6/2021 15:40,,Earth Rated Dog Poop Bags,Disposables,,,,,,,1,4,19.78,4,1.0,4,19.78,15.78,15.78
552229,5/6/2021 15:40,,Indoor Pet Camera,Electronics,,,,,,,1,7,28.74,7,1.0,7,28.74,21.74,21.74
552229,5/6/2021 15:40,,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",Disposables,,,,,,,1,12,46.74,12,1.0,12,46.74,34.74,34.74
552229,5/6/2021 15:40,,Milk-Bone MaroSnacks Dog Treats with Real Bone,Food,,,,,,,1,6,16.78,6,1.0,6,16.78,10.78,10.78
,5/6/2021 15:40,,Pet Grooming Brush,Grooming,,,,,,,1,5,5.9,5,1.0,5,5.9,0.9,0.9
552229,5/6/2021 15:40,,Pet Grooming Brush,Grooming,,,,,,,1,5,20.78,5,1.0,5,20.78,15.78,15.78
552229,5/6/2021 15:40,,Pet Odor Eliminator,Cleanig Supplies,,,,,,,2,4,14.72,6.8,0.8,6.4,29.44,22.64,23.04
552229,5/6/2021 15:40,,Purina Pro Plan Adult Sensitive Skin,Supplements,,,,,,,1,10,71.74,10,1.0,10,71.74,61.74,61.74
552229,5/6/2021 15:40,,Rechargeable Pet Nail Grinder,Grooming,,,,,,,1,5,34.74,5,1.0,5,34.74,29.74,29.74
,5/6/2021 15:40,,Sheba Perfect Portions Pat Wet Cat Food,Food,,,,,,,1,2.5,7.28,2.5,1.0,2.5,7.28,4.78,4.78
552231,5/6/2021 15:47,17364,Indoor Pet Camera,Electronics,kingsport,TN,37663,Central,36.5484,-82.5618,1,7,-0.3,7,1.0,7,-0.3,-7.3,-7.3
552231,5/6/2021 15:47,17364,Purina ONE SmartBlend Natural Adult Chicken 10lb,Food,kingsport,TN,37663,Central,36.5484,-82.5618,1,10,11.7,10,1.0,10,11.7,1.7,1.7
552232,5/6/2021 15:54,,Dog and Puppy Pads,Disposables,,,,,,,1,5,28.74,5,1.0,5,28.74,23.74,23.74
552232,5/6/2021 15:54,,Earth Rated Dog Poop Bags,Disposables,,,,,,,1,4,7.48,4,1.0,4,7.48,3.48,3.48
552232,5/6/2021 15:54,,Earth Rated Dog Poop Bags,Disposables,,,,,,,1,4,19.78,4,1.0,4,19.78,15.78,15.78
552232,5/6/2021 15:54,,Indoor Pet Camera,Electronics,,,,,,,1,7,28.74,7,1.0,7,28.74,21.74,21.74
552232,5/6/2021 15:54,,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",Disposables,,,,,,,2,12,11.7,20.4,0.8,19.2,23.4,3.0,4.2
552232,5/6/2021 15:54,,Pet Grooming Brush,Grooming,,,,,,,1,5,5.9,5,1.0,5,5.9,0.9,0.9
552232,5/6/2021 15:54,,Pet Hair Remover,Grooming,,,,,,,2,5,6.48,8.5,0.8,8.0,12.96,4.46,4.96
552232,5/6/2021 15:54,,Sheba Perfect Portions Pat Wet Cat Food,Food,,,,,,,1,2.5,7.28,2.5,1.0,2.5,7.28,4.78,4.78
552232,5/6/2021 15:54,,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,Food,,,,,,,1,20,114.76,20,1.0,20,114.76,94.76,94.76
552233,5/6/2021 15:54,17068,Purina ONE SmartBlend Natural Adult Chicken 10lb,Food,pleasant gap,PA,16823-9629,East,,,2,10,11.7,17.0,0.8,16.0,23.4,6.4,7.4
552234,5/6/2021 16:01,,Earth Rated Dog Poop Bags,Disposables,,,,,,,1,4,19.78,4,1.0,4,19.78,15.78,15.78
552234,5/6/2021 16:01,,Litter Slide Multi-Cat Scented Clumping Clay Cat Litter,Disposables,,,,,,,1,9,25.74,9,1.0,9,25.74,16.74,16.74
552234,5/6/2021 16:01,,Milk-Bone MaroSnacks Dog Treats with Real Bone,Food,,,,,,,1,6,4.48,6,1.0,6,4.48,-1.52,-1.52
552234,5/6/2021 16:01,,Pet Hair Remover,Grooming,,,,,,,2,5,6.48,8.5,0.8,8.0,12.96,4.46,4.96
552234,5/6/2021 16:01,,Purina Pro Plan Adult Sensitive Skin,Supplements,,,,,,,1,10,71.74,10,1.0,10,71.74,61.74,61.74
,5/6/2021 16:01,,Rechargeable Pet Nail Grinder,Grooming,,,,,,,1,5,34.74,5,1.0,5,34.74,29.74,29.74
552234,5/6/2021 16:01,,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,Food,,,,,,,1,20,114.76,20,1.0,20,114.76,94.76,94.76
552234,5/6/2021 16:01,,UltraSound Dog Barking Deterrent,Electronics,,,,,,,1,5,9.7,5,1.0,5,9.7,4.7,4.7
552235,5/6/2021 16:17,15194,Milk-Bone MaroSnacks Dog Treats with Real Bone,Food,frederick,MD,21705-3613,East,39.4144,-77.4106,4,6,4.48,18.6,0.6,14.4,17.92,-0.679999999999996,3.52
552235,5/6/2021 16:17,15194,Pet Odor Eliminator,Cleanig Supplies,frederick,MD,21705-3613,East,39.4144,-77.4106,3,4,6.14,9.6,0.6,7.2,18.42,8.82,11.22
552235,5/6/2021 16:17,15194,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,Food,frederick,MD,21705-3613,East,39.4144,-77.4106,1,20,41.5,20,1.0,20,41.5,21.5,21.5
552238,5/6/2021 16:48,14403,Purina ONE SmartBlend Natural Adult Chicken 10lb,Food,winchester,ID,83555-0001,West,46.2399,-116.6243,1,10,11.7,10,1.0,10,11.7,1.7,1.7
552239,5/6/2021 16:54,14056,Earth Rated Dog Poop Bags,Disposables,tampa,FL,33609,East,27.9478,-82.4584,1,4,7.48,4,1.0,4,7.48,3.48,3.48
552239,5/6/2021 16:54,14056,Pet Grooming Brush,Grooming,tampa,FL,33609,East,27.9478,-82.4584,1,5,5.9,5,1.0,5,5.9,0.9,0.9
552239,5/6/2021 16:54,14056,Purina ONE SmartBlend Natural Adult Chicken 10lb,Food,tampa,FL,33609,East,27.9478,-82.4584,1,10,11.7,10,1.0,10,11.7,1.7,1.7
552239,5/6/2021 16:54,14056,Purina Pro Plan Adult Sensitive Skin,Supplements,tampa,FL,33609,East,27.9478,-82.4584,1,10,24.7,10,1.0,10,24.7,14.7,14.7
552240,5/6/2021 17:04,13723,Indoor Pet Camera,Electronics,bradenton,FL,34209,East,27.4989,-82.5748,1,7,-0.3,7,1.0,7,-0.3,-7.3,-7.3
552249,5/6/2021 19:53,12748,Earth Rated Dog Poop Bags,Disposables,copperopolis,CA,95228-9644,West,37.981,-120.6419,1,4,7.48,4,1.0,4,7.48,3.48,3.48
552253,5/8/2021 10:20,14201,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",Disposables,canton,GA,30115,East,34.2368,-84.4908,2,12,11.7,20.4,0.8,19.2,23.4,3.0,4.2
552253,5/8/2021 10:20,14201,Pet Odor Eliminator,Cleanig Supplies,canton,GA,30115,East,34.2368,-84.4908,6,4,6.14,18.0,0.5,12.0,36.84,18.84,24.84
552254,5/8/2021 10:21,16168,Purina ONE SmartBlend Natural Adult Chicken 10lb,Food,silver city,NM,88061-4969,West,32.7725,-108.2794,1,10,11.7,10,1.0,10,11.7,1.7,1.7
552255,5/8/2021 10:33,14005,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,Food,saint augustine,FL,32092,East,29.8961,-81.4165,1,20,41.5,20,1.0,20,41.5,21.5,21.5
552256,5/8/2021 10:43,16621,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,Food,columbus,OH,43204-4962,Central,39.9623,-83.0007,2,20,41.5,34.0,0.8,32.0,83.0,49.0,51.0
552257,5/8/2021 11:08,16923,Sheba Perfect Portions Pat Wet Cat Food,Food,dunmore,PA,18512,East,41.4198,-75.6324,1,2.5,2.6,2.5,1.0,2.5,2.6,0.1,0.1
552259,5/8/2021 11:13,15796,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,Food,omaha,NE,68111-0661,Central,41.2587,-95.9379,1,20,41.5,20,1.0,20,41.5,21.5,21.5
552261,5/8/2021 11:34,16807,Pet Hair Remover,Grooming,bend,OR,97702,West,44.0582,-121.3153,2,5,6.48,8.5,0.8,8.0,12.96,4.46,4.96
552261,5/8/2021 11:34,16807,Sheba Perfect Portions Pat Wet Cat Food,Food,bend,OR,97702,West,44.0582,-121.3153,4,2.5,2.6,7.75,0.6,6.0,10.4,2.65,4.4
552262,,14911,Dog and Puppy Pads,Disposables,edgard,LA,70049-2017,Central,30.0433,-90.5601,1,5,11.7,5,1.0,5,11.7,6.7,6.7
552264,5/8/2021 11:38,14959,Pet Odor Eliminator,Cleanig Supplies,attleboro,MA,02703-1734,East,41.9445,-71.2856,6,4,6.14,18.0,0.5,12.0,36.84,18.84,24.84
552266,5/8/2021 11:41,13975,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",Disposables,plant city,FL,33565-5349,East,28.0163,-82.1235,2,12,11.7,20.4,0.8,19.2,23.4,3.0,4.2
552266,5/8/2021 11:41,13975,Purina ONE SmartBlend Natural Adult Chicken 10lb,Food,plant city,FL,33565-5349,East,28.0163,-82.1235,2,10,11.7,17.0,0.8,16.0,23.4,6.4,7.4
552265,5/8/2021 11:41,14161,Dog and Puppy Pads,Disposables,west palm beach,FL,33407-1960,East,26.7153,-80.0534,1,5,11.7,5,1.0,5,11.7,6.7,6.7
552265,5/8/2021 11:41,14161,Purina Pro Plan Adult Sensitive Skin,Supplements,west palm beach,FL,33407-1960,East,26.7153,-80.0534,1,10,24.7,10,1.0,10,24.7,14.7,14.7
,5/8/2021 11:41,14161,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,Food,west palm beach,FL,33407-1960,East,26.7153,-80.0534,1,20,41.5,20,1.0,20,41.5,21.5,21.5
552268,5/8/2021 11:49,14709,Earth Rated Dog Poop Bags,Disposables,indianapolis,IN,46220-1838,Central,39.7683,-86.1584,4,4,7.48,12.4,0.6,9.6,29.92,17.52,20.32
552268,5/8/2021 11:49,14709,Milk-Bone MaroSnacks Dog Treats with Real Bone,Food,indianapolis,IN,46220-1838,Central,39.7683,-86.1584,4,6,4.48,18.6,0.6,14.4,17.92,-0.679999999999996,3.52
552268,5/8/2021 11:49,14709,Pet Hair Remover,Grooming,indianapolis,IN,46220-1838,Central,39.7683,-86.1584,4,5,6.48,15.5,0.6,12.0,25.92,10.42,13.92
,5/8/2021 11:49,14709,Purina Pro Plan Adult Sensitive Skin,Supplements,indianapolis,IN,46220-1838,Central,39.7683,-86.1584,1,10,24.7,10,1.0,10,24.7,14.7,14.7
552267,5/8/2021 11:49,15038,Purina Pro Plan Adult Sensitive Skin,Supplements,lynn,MA,1905,East,42.4668,-70.9495,1,10,24.7,10,1.0,10,24.7,14.7,14.7
552269,5/8/2021 11:52,16121,Dog and Puppy Pads,Disposables,toms river,NJ,08757-2731,East,39.9537,-74.198,1,5,11.7,5,1.0,5,11.7,6.7,6.7
552269,5/8/2021 11:52,16121,Earth Rated Dog Poop Bags,Disposables,toms river,NJ,08757-2731,East,39.9537,-74.198,1,4,7.48,4,1.0,4,7.48,3.48,3.48
552269,5/8/2021 11:52,16121,Milk-Bone MaroSnacks Dog Treats with Real Bone,Food,toms river,NJ,08757-2731,East,39.9537,-74.198,1,6,4.48,6,1.0,6,4.48,-1.52,-1.52
552269,5/8/2021 11:52,16121,Pet Hair Remover,Grooming,toms river,NJ,08757-2731,East,39.9537,-74.198,1,5,6.48,5,1.0,5,6.48,1.48,1.48
552269,5/8/2021 11:52,16121,Pet Odor Eliminator,Cleanig Supplies,toms river,NJ,08757-2731,East,39.9537,-74.198,1,4,6.14,4,1.0,4,6.14,2.14,2.14
552269,5/8/2021 11:52,16121,Purina ONE SmartBlend Natural Adult Chicken 10lb,Food,toms river,NJ,08757-2731,East,39.9537,-74.198,1,10,11.7,10,1.0,10,11.7,1.7,1.7
552269,5/8/2021 11:52,16121,Rechargeable Pet Nail Grinder,Grooming,toms river,NJ,08757-2731,East,39.9537,-74.198,1,5,10.5,5,1.0,5,10.5,5.5,5.5
552270,5/8/2021 11:56,16928,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,Food,easton,PA,18040-8204,East,40.6916,-75.21,1,20,41.5,20,1.0,20,41.5,21.5,21.5
552271,5/8/2021 12:00,13069,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",Disposables,palo alto,CA,94303-3047,West,37.4422,-122.1634,1,12,11.7,12,1.0,12,11.7,-0.300000000000001,-0.300000000000001
552271,5/8/2021 12:00,13069,Pet Odor Eliminator,Cleanig Supplies,palo alto,CA,94303-3047,West,37.4422,-122.1634,1,4,6.14,4,1.0,4,6.14,2.14,2.14
552271,5/8/2021 12:00,13069,Purina ONE SmartBlend Natural Adult Chicken 10lb,Food,palo alto,CA,94303-3047,West,37.4422,-122.1634,1,10,11.7,10,1.0,10,11.7,1.7,1.7
552272,5/8/2021 12:13,13694,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",Disposables,new castle,DE,19726-9000,East,39.6621,-75.5663,25,12,6.9,213.6,0.3,90.0,172.5,-41.1,82.5
552273,5/8/2021 12:26,13021,Earth Rated Dog Poop Bags,Disposables,northridge,CA,91324,West,34.2286,-118.5369,2,4,7.48,6.8,0.8,6.4,14.96,8.16,8.56
552273,5/8/2021 12:26,13021,Indoor Pet Camera,Electronics,northridge,CA,91324,West,34.2286,-118.5369,1,7,-0.3,7,1.0,7,-0.3,-7.3,-7.3
552273,5/8/2021 12:26,13021,Pet Grooming Brush,Grooming,northridge,CA,91324,West,34.2286,-118.5369,2,5,5.9,8.5,0.8,8.0,11.8,3.3,3.8
552273,5/8/2021 12:26,13021,Purina Pro Plan Adult Sensitive Skin,Supplements,northridge,CA,91324,West,34.2286,-118.5369,1,10,24.7,10,1.0,10,24.7,14.7,14.7
552274,5/8/2021 12:30,16523,Earth Rated Dog Poop Bags,Disposables,sodus,NY,14551-9643,East,43.2378,-77.0614,4,4,7.48,12.4,0.6,9.6,29.92,17.52,20.32
552274,5/8/2021 12:30,16523,Pet Hair Remover,Grooming,sodus,NY,14551-9643,East,43.2378,-77.0614,2,5,6.48,8.5,0.8,8.0,12.96,4.46,4.96
552278,5/8/2021 12:36,15059,Indoor Pet Camera,Electronics,needham,MA,02494-1045,East,42.2834,-71.2328,1,7,-0.3,7,1.0,7,-0.3,-7.3,-7.3
552279,5/8/2021 12:38,15117,Earth Rated Dog Poop Bags,Disposables,derwood,MD,20855,East,39.1173,-77.1611,2,4,7.48,6.8,0.8,6.4,14.96,8.16,8.56
552279,5/8/2021 12:38,15117,Pet Grooming Brush,Grooming,derwood,MD,20855,East,39.1173,-77.1611,2,5,5.9,8.5,0.8,8.0,11.8,3.3,3.8
552279,5/8/2021 12:38,15117,Pet Hair Remover,Grooming,derwood,MD,20855,East,39.1173,-77.1611,2,5,6.48,8.5,0.8,8.0,12.96,4.46,4.96
552280,5/8/2021 12:39,13561,Rechargeable Pet Nail Grinder,Grooming,loveland,CO,80538-8772,Central,40.3978,-105.075,1,5,10.5,5,1.0,5,10.5,5.5,5.5
552281,5/8/2021 12:42,15704,Dog and Puppy Pads,Disposables,jacksonville,NC,28540,East,34.7541,-77.4302,3,5,11.7,12.0,0.6,9.0,35.1,23.1,26.1
552281,5/8/2021 12:42,15704,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",Disposables,jacksonville,NC,28540,East,34.7541,-77.4302,2,12,11.7,20.4,0.8,19.2,23.4,3.0,4.2
552281,5/8/2021 12:42,,Pet Odor Eliminator,Cleanig Supplies,,,,,,,4,4,6.14,12.4,0.6,9.6,24.56,12.16,14.96
552281,5/8/2021 12:42,15704,Purina ONE SmartBlend Natural Adult Chicken 10lb,Food,jacksonville,NC,28540,East,34.7541,-77.4302,2,10,11.7,17.0,0.8,16.0,23.4,6.4,7.4
552282,5/8/2021 12:44,14040,Purina Pro Plan Adult Sensitive Skin,Supplements,spring hill,FL,34606-7230,East,28.4635,-82.5364,1,10,24.7,10,1.0,10,24.7,14.7,14.7
552282,,14040,Sheba Perfect Portions Pat Wet Cat Food,Food,spring hill,FL,34606-7230,East,28.4635,-82.5364,4,2.5,2.6,7.75,0.6,6.0,10.4,2.65,4.4
552284,5/8/2021 12:48,18149,Pet Odor Eliminator,Cleanig Supplies,birchwood,WI,54817-9013,Central,45.6663,-91.556,14,4,6.14,40.4,0.3,16.8,85.96,45.56,69.16
552285,5/8/2021 12:58,14684,Dog and Puppy Pads,Disposables,floyds knobs,IN,47119,Central,38.3244,-85.8735,1,5,11.7,5,1.0,5,11.7,6.7,6.7
552285,5/8/2021 12:58,14684,Pet Grooming Brush,Grooming,floyds knobs,IN,47119,Central,38.3244,-85.8735,1,5,5.9,5,1.0,5,5.9,0.9,0.9
552285,5/8/2021 12:58,14684,Purina ONE SmartBlend Natural Adult Chicken 10lb,Food,floyds knobs,IN,47119,Central,38.3244,-85.8735,1,10,11.7,10,1.0,10,11.7,1.7,1.7
552286,5/8/2021 13:07,16393,Earth Rated Dog Poop Bags,Disposables,new city,NY,10956-1433,East,41.147,-73.9903,1,4,7.48,4,1.0,4,7.48,3.48,3.48
,5/8/2021 13:07,16393,Pet Hair Remover,Grooming,new city,NY,10956-1433,East,41.147,-73.9903,3,5,6.48,12.0,0.6,9.0,19.44,7.44,10.44
552286,5/8/2021 13:07,16393,Purina ONE SmartBlend Natural Adult Chicken 10lb,Food,new city,NY,10956-1433,East,41.147,-73.9903,1,10,11.7,10,1.0,10,11.7,1.7,1.7
552288,5/8/2021 13:20,13313,Dog and Puppy Pads,Disposables,south pasadena,CA,91030-4118,West,34.1133,-118.1478,2,5,11.7,8.5,0.8,8.0,23.4,14.9,15.4
552288,5/8/2021 13:20,13313,Earth Rated Dog Poop Bags,Disposables,south pasadena,CA,91030-4118,West,34.1133,-118.1478,4,4,7.48,12.4,0.6,9.6,29.92,17.52,20.32
552288,5/8/2021 13:20,13313,Pet Hair Remover,Grooming,south pasadena,CA,91030-4118,West,34.1133,-118.1478,2,5,6.48,8.5,0.8,8.0,12.96,4.46,4.96
552290,5/8/2021 13:32,16007,Dog and Puppy Pads,Disposables,farmingdale,NJ,07727-4306,East,40.1965,-74.1685,1,5,11.7,5,1.0,5,11.7,6.7,6.7
552290,5/8/2021 13:32,16007,Earth Rated Dog Poop Bags,Disposables,farmingdale,NJ,07727-4306,East,40.1965,-74.1685,1,4,7.48,4,1.0,4,7.48,3.48,3.48
552290,5/8/2021 13:32,16007,Milk-Bone MaroSnacks Dog Treats with Real Bone,Food,farmingdale,NJ,07727-4306,East,40.1965,-74.1685,1,6,4.48,6,1.0,6,4.48,-1.52,-1.52
552290,5/8/2021 13:32,16007,Pet Hair Remover,Grooming,farmingdale,NJ,07727-4306,East,40.1965,-74.1685,1,5,6.48,5,1.0,5,6.48,1.48,1.48
552291,5/8/2021 14:00,15421,Earth Rated Dog Poop Bags,Disposables,crystal,MN,55427,Central,45.0376,-93.3593,2,4,7.48,6.8,0.8,6.4,14.96,8.16,8.56
,,15421,Milk-Bone MaroSnacks Dog Treats with Real Bone,Food,crystal,MN,55427,Central,45.0376,-93.3593,2,6,4.48,10.2,0.8,9.6,8.96,-1.24,-0.640000000000001
552291,5/8/2021 14:00,15421,Purina ONE SmartBlend Natural Adult Chicken 10lb,Food,crystal,MN,55427,Central,45.0376,-93.3593,1,10,11.7,10,1.0,10,11.7,1.7,1.7
552292,5/8/2021 14:02,15421,Pet Hair Remover,Grooming,crystal,MN,55427,Central,45.0376,-93.3593,2,5,6.48,8.5,0.8,8.0,12.96,4.46,4.96
552293,5/8/2021 14:05,16232,Pet Odor Eliminator,Cleanig Supplies,ballston lake,NY,12019-9338,East,42.9117,-73.8682,2,4,6.14,6.8,0.8,6.4,12.28,5.48,5.88
552294,5/8/2021 14:06,16232,Dog and Puppy Pads,Disposables,ballston lake,NY,12019-9338,East,42.9117,-73.8682,2,5,11.7,8.5,0.8,8.0,23.4,14.9,15.4
552294,5/8/2021 14:06,16232,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",Disposables,ballston lake,NY,12019-9338,East,42.9117,-73.8682,1,12,11.7,12,1.0,12,11.7,-0.300000000000001,-0.300000000000001
552294,5/8/2021 14:06,,Purina ONE SmartBlend Natural Adult Chicken 10lb,Food,,,,,,,1,10,11.7,10,1.0,10,11.7,1.7,1.7
552295,5/8/2021 14:08,14224,Sheba Perfect Portions Pat Wet Cat Food,Food,griffin,GA,30223-6733,East,33.2468,-84.2641,1,2.5,2.6,2.5,1.0,2.5,2.6,0.1,0.1
